id,sentence,difficulty,cleaned_text
607,"C'est ainsi que, pendant longtemps, quand, réveillé la nuit, je me ressouvenais de Combray, je n'en revis jamais que cette sorte de pan lumineux, découpé au milieu d'indistinctes ténèbres, pareil à ceux que l'embrasement d'un feu de Bengale ou quelque projection électrique éclairent et sectionnent dans un édifice dont les autres parties restent plongées dans la nuit : à la base assez large, le petit salon, la salle à manger, l'amorce de l'allée obscure par où arriverait M. Swann, l'auteur inconscient de mes tristesses, le vestibule où je m'acheminais vers la première marche de l'escalier, si cruel à monter, qui constituait à lui seul le tronc fort étroit de cette pyramide irrégulière ; et, au faîte, ma chambre à coucher avec le petit couloir à porte vitrée pour l'entrée de maman ; en un mot, toujours vu à la même heure, isolé de tout ce qu'il pouvait y avoir autour, se détachant seul sur l'obscurité, le décor strictement nécessaire (comme celui qu'on voit indiqué en tête des vieilles pièces pour les représentations en province) au drame de mon déshabillage ; comme si Combray n'avait consisté qu'en deux étages reliés par un mince escalier et comme s'il n'y avait jamais été que sept heures du soir.",C2,cest ainsi pendant longtemps quand rveill nuit ressouvenais combray nen revis jamais cette sorte pan lumineux dcoup milieu dindistinctes tnbres pareil ceux lembrasement dun feu bengale quelque projection lectrique clairent sectionnent difice dont autres parties restent plonges nuit base assez large petit salon salle manger lamorce lalle obscure o arriverait swann lauteur inconscient tristesses vestibule o macheminais vers premire marche lescalier si cruel monter constituait seul tronc fort troit cette pyramide irrgulire fate chambre coucher petit couloir porte vitre lentre maman mot toujours vu mme heure isol tout quil pouvait avoir autour dtachant seul lobscurit dcor strictement ncessaire comme celui quon voit indiqu tte vieilles pices reprsentations province drame dshabillage comme si combray navait consist quen deux tages relis mince escalier comme sil ny jamais sept heures soir
608,Giscard va pourtant réussir à transformer ce revers en tremplin,C1,giscard va pourtant russir transformer revers tremplin
609,C'est le mot d'ordre d'Epic écrit en grand au début du premier numéro,A2,cest mot dordre depic crit grand dbut premier numro
610,Sauf si je dois compter jusqu'à 5.,A1,sauf si dois compter jusqu
611,"Serveur : désolé pour le retard, nous sommes très occupés ce soir.",A2,serveur dsol retard trs occups soir
612,Elles ne vont pas au théâtre parce qu'elles n'ont pas le temps.,B1,elles vont thtre parce quelles nont temps
613,Il y a de la neige à la montage.,A1,a neige montage
614,Simone doit exercer sa voix pour rester constante,B2,simone doit exercer voix rester constante
615,"C'est pour unifier un territoire constitué d'une myriade de particularismes régionaux et de colonies que l'école devient gratuite, laïque et obligatoire par les lois Ferry de 1881 et 1882.",C2,cest unifier territoire constitu dune myriade particularismes rgionaux colonies lcole devient gratuite laque obligatoire lois ferry
616,La consommation sera encadrée par du personnel et éloignée des lieux publics,B2,consommation encadre personnel loigne lieux publics
617,"De plus, les élèves ont des téléphones portables au collège car ils sont équipés par leurs parents qui veulent pouvoir joindre leur enfant après la classe, parce que ça les rassure.",B2,plus lves tlphones portables collge car quips leurs parents veulent pouvoir joindre enfant aprs classe parce a rassure
618,"Avec le printemps, qui commence en mars, le soleil est de retour et le temps se réchauffe.",A1,printemps commence mars soleil retour temps rchauffe
619,C'est pour quand ?,A1,cest quand
620,"Ce livre, tu me le conseilles ou tu me le déconseilles?",B1,livre conseilles dconseilles
621,"Moi, je suis musicien, je suis violoniste.",A1,musicien violoniste
622,"Année après année, le troupeau prospère jusqu'à compter, en 1996, 3 500 têtes.",C1,anne aprs anne troupeau prospre jusqu compter ttes
623,"Le pays, qui pèse 17 % des émissions de GES, doit impérativement ratifier le protocole de Kyoto pour que celui-ci entre en vigueur.",C1,pays pse missions ges doit imprativement ratifier protocole kyoto celuici entre vigueur
624,"C'est de votre faute : on utilise cette expression quand une autre personne est responsable, est coupable d'une action.",B1,cest faute utilise cette expression quand autre personne responsable coupable dune action
625,"La liberté correspondrait donc à un sentiment intérieur, à une expérience immédiate en chaque homme",C2,libert correspondrait donc sentiment intrieur exprience immdiate chaque homme
626,La famille Chanel découvre la maison dans laquelle elle va passer sa première semaine de vacances.,A2,famille chanel dcouvre maison laquelle va passer premire semaine vacances
627,Non Paul tu restes là ! Tu es sorti toute la journée.,A2,non paul restes sorti toute journe
628,"Et le moine me conta des histoires, toutes les vieilles histoires de ce lieu, des légendes, toujours des légendes.",B2,moine conta histoires toutes vieilles histoires lieu lgendes toujours lgendes
629,"La violence des vols et des agressions scande l'itinérance d'un vagabond qui fréquente le monde des individus statiques, auquel l'auteur ne se rattache plus, et celui des bas-fonds, qui l'inquiète ou le dégoûte.",C2,violence vols agressions scande litinrance dun vagabond frquente monde individus statiques auquel lauteur rattache plus celui basfonds linquite dgote
630,Qu'est-ce que vous faites le soir ?,A1,questce faites soir
631,La liberté humaine est-elle donc possible,C2,libert humaine estelle donc possible
632,"n revanche, Socrate choisit la vie ordonnée, celle où les tonneaux du sage ""seraient en bon état""",C2,revanche socrate choisit vie ordonne celle o tonneaux sage bon tat
633,Ils ont des étoiles plein les yeux,A2,toiles plein yeux
634,L'analyse des valeurs de l'indice de consolidation institutionnelle montre également le caractère très fragmenté du maillage communal suisse en comparaison européenne.,C2,lanalyse valeurs lindice consolidation institutionnelle montre galement caractre trs fragment maillage communal suisse comparaison europenne
635,"Ce matin, Sarah est triste.",A1,matin sarah triste
636,Je n'ai pas de leçons à recevoir.,A2,nai leons recevoir
637,Je vais tirer une balle dans chacun de tes membres si tu ne me donnes pas cette serviette.,B1,vais tirer balle chacun membres si donnes cette serviette
638,"Le voilà, l'étendard des quinquas* du XXIe siècle, leur cri de ralliement.",C1,voil ltendard quinquas xxie sicle cri ralliement
639,"Merci monsieur, au revoir.",A1,merci monsieur revoir
640,"A la fin de son apprentissage, Julien est parti en France.",A2,a fin apprentissage julien parti france
641,"Pour l'heure, l'isolement à l'improviste semble leur réussir : ils ont ouvert une bouteille de champagne pour fêter leur emménagement ensemble et en gardent une au frais pour célébrer la fin du confinement.",B2,lheure lisolement limproviste semble russir ouvert bouteille champagne fter emmnagement ensemble gardent frais clbrer fin confinement
642,"Prolongation de la vie, retard de la vieillesse, cessation des douleurs, moyens pour corriger les défauts naturels ou pour exalter les facultés intellectuelles, etc. : à faire luire tant de vains espoirs, ils ont fait naître un si violent préjugé contre toutes nouveautés de ce genre qu'elles en sont maintenant discréditées au point que nul mortel, même courageux, ne se hasarderait à entreprendre quelque chose de semblable.",C2,prolongation vie retard vieillesse cessation douleurs moyens corriger dfauts naturels exalter facults intellectuelles etc faire luire tant vains espoirs fait natre si violent prjug contre toutes nouveauts genre quelles maintenant discrdites point nul mortel mme courageux hasarderait entreprendre quelque chose semblable
643,"Si nous écoutions le discours plus attentivement, nous comprendrions mieux l'objet des revendications établies par ce parti politique de la jeunesse suisse.",B2,si coutions discours plus attentivement comprendrions mieux lobjet revendications tablies parti politique jeunesse suisse
644,"Paul Andreu, l'architecte de l'aéroport de Roissy (du terminal 1 au terminal 2E-K) ainsi que de l'Opéra de Pékin entre autres, s'était demandé s'il devait installer des portes automatiques dans un aéroport qu'il était en train de concevoir comme le requérait tout aéroport digne de ce nom car, après un rapide calcul à partir des conditions locales, le coût d'achat et sur-tout de maintenance d'une porte automatique revenait plus cher que le salaire d'un portier qui pouvait nourrir une famille avec. ce que la porte était bien incapable de faire!",C2,paul andreu larchitecte laroport roissy terminal terminal ek ainsi lopra pkin entre autres stait demand sil devait installer portes automatiques aroport quil tait train concevoir comme requrait tout aroport digne nom car aprs rapide calcul partir conditions locales cot dachat surtout maintenance dune porte automatique revenait plus cher salaire dun portier pouvait nourrir famille porte tait bien incapable faire
645,"Je ne peux rien te dire, Victor.",A1,peux rien dire victor
646,C'est dans ce village de 1638 habitants que sont implantés les locaux de la nouvelle émission de téléréalité.,A2,cest village habitants implants locaux nouvelle mission tlralit
647,"Il n'y a absolument aucun doute que si l'Education nationale distribuait des DVD de séries en version originale au lieu de payer des enseignants, les français parleraient beaucoup mieux les langues étrangères (et perdraient moins de temps)",C2,ny a absolument aucun doute si leducation nationale distribuait dvd sries version originale lieu payer enseignants franais parleraient beaucoup mieux langues trangres perdraient moins temps
648,"Ce qu'elle taisait, c'était l'escapade amoureuse de Jean, des lettres écrites à une fillette noble de la ville, des baisers échangés pardessus un mur, tout un scandale qui l'avait déterminée au départ ; et elle accompagnait surtout son frère à Paris pour veiller sur lui, prise de terreurs maternelles, devant ce grand enfant si beau et si gai, que toutes les femmes adoraient.",C2,quelle taisait ctait lescapade amoureuse jean lettres crites fillette noble ville baisers changs pardessus mur tout scandale lavait dtermine dpart accompagnait surtout frre paris veiller prise terreurs maternelles devant grand enfant si beau si gai toutes femmes adoraient
649,"La structure de la phrase bretonne fait en effet apparaître des caractéristiques qu'elle partage avec d'autres langues, et qui faciliteront aux bretonnants l'accès à ces langues",C2,structure phrase bretonne fait effet apparatre caractristiques quelle partage dautres langues faciliteront bretonnants laccs langues
650,"Plus on prend du plaisir, plus on progresse rapidement et durablement.",B1,plus prend plaisir plus progresse rapidement durablement
651,Je n'ai aucune nouvelle depuis son départ,A1,nai aucune nouvelle depuis dpart
652,"Elle reste tous les jours à la cantine, et j'ai entendu les autres se moquer d'elle, parce qu'elle ne mange presque rien, des fruits, du pain.",B1,reste tous jours cantine jai entendu autres moquer delle parce quelle mange presque rien fruits pain
653,"L'haplodiploïdisation, en revanche, permet d'obtenir directement une lignée haploïde et donc pure, présentant les traits désirés.",C2,lhaplodiplodisation revanche permet dobtenir directement ligne haplode donc pure prsentant traits dsirs
654,"En outre, c'est une action liée à la souffrance et qui possède une dimension fortement négative",C2,outre cest action lie souffrance possde dimension fortement ngative
655,"Déjà, les problèmes s'accumulent.",B2,dj problmes saccumulent
656,"En hiver, elle ne sort jamais sans son parapluie et son écharpe",B1,hiver sort jamais sans parapluie charpe
657,Vous avez beaucoup pleuré suite à votre rupture qui vous a brisé le coeurs en milles morceaux.,B1,beaucoup pleur suite rupture a bris coeurs milles morceaux
